t_5b13346f-0d4b-4e90-a722-a9928b88f277	0	9
t_8af7f149-75d1-46f3-88ae-89d9a99620f2	22	9
t_2d13a62a-2d65-4fec-8c97-2d09fd648575	22	9
t_2d13a62a-2d65-4fec-8c97-2d09fd648575	23	9
t_78655437-96b6-4fe8-89dc-814322c5246e	2	4
t_78655437-96b6-4fe8-89dc-814322c5246e	3	4
t_79137fd0-92f9-4896-9798-db7a48234a4d	0	9
t_284e1c25-9ad0-4082-98a9-0fc04de1c090	1	3
t_ee80bb3f-bd4a-4099-8404-5722d44c8597	2	9
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	19	7
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	20	9
t_c2ba1f69-a7c5-4bf9-9b0c-8a66fe87c321	5	5
t_4200cbd9-ea2a-4a27-a898-a6262103dc3f	19	6
t_ce90c5bc-6023-4c34-bea3-43082ee01185	10	8
t_55232139-061b-4b82-9eee-89cac7dd0366	21	9
t_55232139-061b-4b82-9eee-89cac7dd0366	23	9
t_ee0f7b2b-a6ad-492a-b470-bc08b2faf863	3	8
t_4f73ebcd-9c7e-4109-a31c-5828dce27ca5	0	9
t_4f73ebcd-9c7e-4109-a31c-5828dce27ca5	18	8
t_9f3c6804-9691-4eaf-bf75-223749b0177f	14	7
t_f37d3681-c968-4314-9fd5-58159c77bce4	0	8
t_f37d3681-c968-4314-9fd5-58159c77bce4	4	8
t_f37d3681-c968-4314-9fd5-58159c77bce4	7	5
t_3ca2fc0e-4821-46b3-9244-c908be0183f3	0	9
t_3ca2fc0e-4821-46b3-9244-c908be0183f3	23	8
t_a5a296f7-5148-4071-83d6-b905edbf1402	0	9
t_8001263c-7077-45ea-8df2-3b483ff40e31	1	8
t_8001263c-7077-45ea-8df2-3b483ff40e31	5	7
t_f8610ee6-d7c8-49fa-be90-201fdd535f2b	0	8
t_f8610ee6-d7c8-49fa-be90-201fdd535f2b	4	6
t_26431f22-6518-4e7c-8e0b-910da703e4d9	5	8
t_26431f22-6518-4e7c-8e0b-910da703e4d9	20	9
t_b64dbbe7-b108-42fe-90e1-a5a9e8b54930	16	8
t_b64dbbe7-b108-42fe-90e1-a5a9e8b54930	20	7
t_b246a79f-84f3-4d6d-ad07-10ec0658d2ec	0	4
t_b246a79f-84f3-4d6d-ad07-10ec0658d2ec	1	4
t_20bc1bba-a6e3-4936-9e70-fc98e2706d74	0	9
t_4abffd8b-b88b-44e1-9de6-a179e17a66b5	6	8
t_d57524f0-8c2f-4f10-966d-27afa838bef4	3	7
t_d57524f0-8c2f-4f10-966d-27afa838bef4	5	7
t_d57524f0-8c2f-4f10-966d-27afa838bef4	19	2
t_b36ccd45-e125-4433-adf2-f0ea205bf41d	0	9
t_b36ccd45-e125-4433-adf2-f0ea205bf41d	1	5
t_f5b84b09-083b-4b85-a80c-80754521c279	0	9
t_63b79d0a-f3d0-4dd5-b556-81d19d2ea976	0	8
t_26e04903-fec4-463c-bb06-9b8519390994	0	9
t_26e04903-fec4-463c-bb06-9b8519390994	3	8
t_fa914164-3444-42f3-84ff-717b8e2e4dac	19	8
t_7b7353ed-e29e-4ce5-9546-73491cbd401f	25	9
t_22d1dfd5-993c-4388-b231-b4460d561bdc	0	9
t_22d1dfd5-993c-4388-b231-b4460d561bdc	22	9
t_cbce0411-b2dc-4b5c-b09d-5b690d529bb0	22	9
t_5f98ba22-ecc1-4179-a722-a2362468dac0	13	5
t_5f98ba22-ecc1-4179-a722-a2362468dac0	15	5
t_f44ccb2f-5034-4d21-a5dc-98e47412dc30	21	9
t_9b38e592-d21f-4d1d-9c26-0d2dfa1975c0	1	3
t_9b38e592-d21f-4d1d-9c26-0d2dfa1975c0	14	3
t_4006b2b3-2eaa-4c01-8712-f12659a5d49e	4	8
t_2808201a-4695-48f7-94a0-3d9addd9ea37	2	3
t_2808201a-4695-48f7-94a0-3d9addd9ea37	11	8
t_32731352-1783-46f9-b09f-466ab11282b6	0	9
t_6da1b511-496a-45f8-afaf-b33f04bdbe45	14	4
t_6da1b511-496a-45f8-afaf-b33f04bdbe45	16	4
t_61dfce6a-0472-4a17-a7ba-ce5491e84c4e	0	9
t_0d832eea-43e6-431c-ac33-0692a118a772	0	9
t_db0967a2-6942-4bca-96d4-c3a93ffcc202	0	9
t_1755db79-dda4-4872-a21a-7188e224798d	6	8
t_1755db79-dda4-4872-a21a-7188e224798d	7	8
t_1755db79-dda4-4872-a21a-7188e224798d	8	8
t_1755db79-dda4-4872-a21a-7188e224798d	14	8
t_a8484a34-d083-43cf-bf41-988f1b09a92b	0	9
t_5abd0b9c-b5d9-460d-9b50-bd8320382cfb	0	9
t_5abd0b9c-b5d9-460d-9b50-bd8320382cfb	8	4
t_dbbbc2f5-01a3-41fa-b30c-6c6f35ba3c87	4	6
t_d65a5c56-df8f-45ae-b139-bf60d58982d1	20	9
t_91e46e2a-e042-4afa-be92-2396f98c8c0c	7	6
t_9dc582dc-8c4b-440e-85ba-fc570864a1d2	10	2
t_9dc582dc-8c4b-440e-85ba-fc570864a1d2	22	9
t_41c20506-b85b-4a20-b080-6ec51263b5fa	2	7
t_d8700c46-0111-4ee8-a58d-2b1d1f670dfa	0	9
t_9f0553e9-80e0-4a77-904e-3d15bd8e1e8e	27	2
t_e59d5d06-b929-406b-82b8-bae458e39504	1	9
t_eac9acfe-c721-4cbb-b697-f2b386379066	5	8
t_3cc1e035-8166-4841-97df-2799d19d4a7f	0	9
t_3cc1e035-8166-4841-97df-2799d19d4a7f	19	9
t_5572cc9c-5779-4734-8ea5-7d32277a39b4	3	6
t_fc0d6881-db4b-4dfd-ab89-4fb16c0eab64	0	9
t_e6c8986e-ee33-42ba-a21b-ee01ce9c1e42	0	9
