t_01269680-99c3-4ab4-9df3-23901e0623c9	19	5
t_01269680-99c3-4ab4-9df3-23901e0623c9	21	5
t_01269680-99c3-4ab4-9df3-23901e0623c9	22	9
t_38454270-bfca-4263-8513-3fb4a05fd376	10	3
t_23942b1a-e379-41bd-826d-3e500f4f0e1a	18	3
t_d61bd2b1-d554-406f-afb9-5a745a7a9ad1	24	7
t_d61bd2b1-d554-406f-afb9-5a745a7a9ad1	28	7
t_d61bd2b1-d554-406f-afb9-5a745a7a9ad1	30	7
t_16c24f06-0def-4fc5-9e47-7789d93a84d4	19	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	0	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	1	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	3	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	15	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	17	7
t_627b1554-1831-4fd3-999e-31852c1e9e3b	20	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	2	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	4	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	10	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	16	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	20	7
t_8af7f149-75d1-46f3-88ae-89d9a99620f2	23	9
t_d529bdce-9d9a-429b-9e7f-7c51fdd9d1b4	4	7
t_a767af2e-018a-4c06-beb3-1ddff22f2048	0	7
t_a767af2e-018a-4c06-beb3-1ddff22f2048	1	7
t_ffa72db2-8ba9-4469-940c-739abf2b54bb	1	8
t_ffa72db2-8ba9-4469-940c-739abf2b54bb	17	7
t_3e6d55ea-4004-4beb-b8c7-0d03f13c8acb	1	9
t_3e6d55ea-4004-4beb-b8c7-0d03f13c8acb	7	6
t_3e6d55ea-4004-4beb-b8c7-0d03f13c8acb	13	1
t_e64823ee-4285-4296-b7c6-fa9065e0e3bb	1	6
t_e64823ee-4285-4296-b7c6-fa9065e0e3bb	11	6
t_e64823ee-4285-4296-b7c6-fa9065e0e3bb	16	6
t_a8ed3d81-bb90-4dcc-a2ff-bd28331cc6fe	2	6
t_7d121559-d936-4046-8858-7b5656135896	20	9
t_17bd17a8-78fa-4f01-993d-e026253849e9	1	2
t_17bd17a8-78fa-4f01-993d-e026253849e9	3	2
t_17bd17a8-78fa-4f01-993d-e026253849e9	20	9
t_be2b48f3-c076-4abf-a56d-f183ea8119e9	0	2
t_c646dc30-cf62-426d-b6c9-753f912becc4	17	5
t_cc745ab5-526e-4e43-a82a-23981472b39f	15	8
t_79137fd0-92f9-4896-9798-db7a48234a4d	1	9
t_5c1b96ac-fa25-46dc-9387-d79fdb515834	0	9
t_5c1b96ac-fa25-46dc-9387-d79fdb515834	20	7
t_c44616ab-633b-4203-b810-0d75f3f7591e	1	7
t_c44616ab-633b-4203-b810-0d75f3f7591e	7	7
t_957055d7-3e41-4cdc-97ba-f64f33a63f0f	7	7
t_e95fee38-22a8-4100-9bcd-917f6980154e	19	7
t_ee80bb3f-bd4a-4099-8404-5722d44c8597	6	2
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	0	9
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	8	2
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	18	2
t_4351d348-bdfd-41cf-b125-1257990c4a2d	1	2
t_0e91fb8b-c460-4eaf-99e8-1ee3ffac1b89	19	2
t_c2ba1f69-a7c5-4bf9-9b0c-8a66fe87c321	16	2
t_c2ba1f69-a7c5-4bf9-9b0c-8a66fe87c321	18	2
t_acb86961-1f69-433a-8bc9-ce0028b390a5	2	8
t_acb86961-1f69-433a-8bc9-ce0028b390a5	5	8
t_acb86961-1f69-433a-8bc9-ce0028b390a5	8	8
t_1819c24e-9d0a-426f-9eb6-68598fda4b08	0	8
t_1819c24e-9d0a-426f-9eb6-68598fda4b08	1	8
t_1819c24e-9d0a-426f-9eb6-68598fda4b08	15	8
t_a451802c-7962-4289-be32-684d240454a3	8	8
t_c37f1563-8176-44a6-9783-6064a709aeb1	22	9
t_4200cbd9-ea2a-4a27-a898-a6262103dc3f	20	8
t_ce90c5bc-6023-4c34-bea3-43082ee01185	18	5
t_55232139-061b-4b82-9eee-89cac7dd0366	19	6
t_55232139-061b-4b82-9eee-89cac7dd0366	24	9
t_5ec54101-c1f7-41cb-85a1-d009eb30d703	3	8
t_5ec54101-c1f7-41cb-85a1-d009eb30d703	5	8
t_523d324a-aa21-418e-8057-0f25c3b926b4	17	8
t_523d324a-aa21-418e-8057-0f25c3b926b4	19	8
t_8d507883-0444-4f59-8868-82c83512d408	25	9
t_75bc05dd-5a0e-454a-9ea5-c1a502b1564c	9	8
t_75bc05dd-5a0e-454a-9ea5-c1a502b1564c	22	8
t_75bc05dd-5a0e-454a-9ea5-c1a502b1564c	23	8
t_ee0f7b2b-a6ad-492a-b470-bc08b2faf863	1	4
t_4f73ebcd-9c7e-4109-a31c-5828dce27ca5	1	9
t_06339f1e-2150-4eaf-a832-3f099343b9fd	9	6
t_06339f1e-2150-4eaf-a832-3f099343b9fd	17	6
t_06339f1e-2150-4eaf-a832-3f099343b9fd	19	6
t_f37d3681-c968-4314-9fd5-58159c77bce4	3	6
