t_1a600621-5ad4-409c-a812-bc0b2bb03aa6	0	7
t_38454270-bfca-4263-8513-3fb4a05fd376	0	3
t_23942b1a-e379-41bd-826d-3e500f4f0e1a	0	7
t_5b13346f-0d4b-4e90-a722-a9928b88f277	1	7
t_d529bdce-9d9a-429b-9e7f-7c51fdd9d1b4	0	7
t_e64823ee-4285-4296-b7c6-fa9065e0e3bb	0	6
t_a8ed3d81-bb90-4dcc-a2ff-bd28331cc6fe	0	6
t_9acd7284-b8ad-4556-83be-1aaea0c49a2a	0	8
t_e9f95fc2-29cd-464f-8f91-ae7c1ce6f8e4	0	4
t_674bb547-d741-4a75-aa14-fccedb2ff4bf	1	8
t_674bb547-d741-4a75-aa14-fccedb2ff4bf	21	7
t_cc745ab5-526e-4e43-a82a-23981472b39f	10	7
t_cc745ab5-526e-4e43-a82a-23981472b39f	11	5
t_89a2c61b-25e5-4e65-a61a-1045f3381544	0	8
t_89a2c61b-25e5-4e65-a61a-1045f3381544	7	5
t_2d13a62a-2d65-4fec-8c97-2d09fd648575	0	6
t_78655437-96b6-4fe8-89dc-814322c5246e	21	4
t_3ff79e4a-45a0-46d4-a5b5-4785a1b9a555	0	2
t_10179aa3-498c-4ddb-8ac1-928202cf0546	0	4
t_c44616ab-633b-4203-b810-0d75f3f7591e	0	7
t_957055d7-3e41-4cdc-97ba-f64f33a63f0f	0	7
t_e95fee38-22a8-4100-9bcd-917f6980154e	0	7
t_e95fee38-22a8-4100-9bcd-917f6980154e	20	7
t_f22fdcee-22b3-42f3-b906-97fc126c9f9f	2	2
t_4351d348-bdfd-41cf-b125-1257990c4a2d	0	2
t_0e91fb8b-c460-4eaf-99e8-1ee3ffac1b89	15	7
t_0e91fb8b-c460-4eaf-99e8-1ee3ffac1b89	20	2
t_1819c24e-9d0a-426f-9eb6-68598fda4b08	3	5
t_a451802c-7962-4289-be32-684d240454a3	9	5
t_a451802c-7962-4289-be32-684d240454a3	10	5
t_a451802c-7962-4289-be32-684d240454a3	14	5
t_a451802c-7962-4289-be32-684d240454a3	18	7
t_c37f1563-8176-44a6-9783-6064a709aeb1	0	3
t_c37f1563-8176-44a6-9783-6064a709aeb1	2	6
t_ec5f60a5-38d8-47f1-b49e-0d933b1ef740	0	5
t_4200cbd9-ea2a-4a27-a898-a6262103dc3f	0	5
